skill_id,skill_box_name,skill_name,skill_category,skill_type,skill_difficulty,skill_base_status,skill_pre_defined_level,skill_source_book,skill_source_page,skill_description,skill_prerequisite,skill_parry_modifier
SKILL-066,ARTILHARIA | LANÇA FOGUETES - F|M,ARTILHARIA | LANÇA FOGUETES,Armas e Combate,F,M,DX,"
- DX - 5
- DEMAIS ARTILHARIAS -4",Módulo Básico,50,"
- Esta é a perícia na operação de uma arma pesada, incluindo uma arma montada em um veículo. 
- Faça um teste de Artilharia toda vez que disparar sua arma. Modificadores: Veja Familiaridade, pág. 43. -2 para um veículo, sistema de mira, etc., com o qual não esteja familiarizado, -2 para uma arma não familiar de um tipo conhecido (ex.: calibre .30 quando se está acostu- mado com calibre .50); -4 ou mais se a arma estiver em más condições; -4 ou mais para uma arma de um tipo com o qual não se está familiarizado (ex.: laser quando se está acostumado a fuzis sem recuo). 
- Todos os modificadores normais para disparar com armas de projétil também devem ser aplicados.
- Some 1 a seu NH, no caso de ter IQ igual a 10 ou 11 e 2 para uma IQ maior ou igual a 12.
- Um artilheiro pode também servir como um mecânico substituto para sua arma. Faça testes de habilidade com um redutor de -4 para tentar achar o problema, e -8 para tentar consertá-la. Veja Mecânica, pág 54.
- Se você quiser aprender esta perícia para dois ou mais tipos de arma, comece a aprender a segunda a partir de um nível razoável devido à primeira (normalmente -4. Verifique com o Mestre).
- Uma arma de um NT diferente é considerada de “tipo” diferente. Algumas armas: Balestra, Catapulta ,Metralhadora, Fuzil sem Recuo, Lança Foguetes, Canhão Naval, Canhão de tanque",,
SKILL-067,ARMAS DE FOGO | PISTOLAS - F|F,ARMAS DE FOGO | PISTOLAS,Armas e Combate,F,F,DX,"
- DX - 4
- DEMAIS ARMAS DE FOGO - 4",Módulo Básico,51,"
- Esta é a perícia no uso de qualquer tipo de arma de cartucho do séc. XX.
- Some 1 a seu nível de habilidade, se tiver IQ igual a 10 ou 11, e 2 para IQ 12+.
- Modificadores: Veja Familiaridade, (pág. 43). -2 para uma arma de um tipo conhecido com a qual não se está familiarizado (ex.: calibre . 22 quando se está acostumado com calibre 38); - 4 ou mais para uma arma em más condições; - 4 ou mais para uma arma de tipo desconhecido (ex.: um fuzilquando se está acostumado a atirar com pistolas).
- Todos os modificadores descritos para armas de projétil, devem ser aplicados.",,
SKILL-068,ARMAS DE FOGO | REVÓLVERES - F|F,ARMAS DE FOGO | REVÓLVERES,Armas e Combate,F,F,DX,"
- DX - 4
- DEMAIS ARMAS DE FOGO - 4",Módulo Básico,51,"
- Esta é a perícia no uso de qualquer tipo de arma de cartucho do séc. XX.
- Some 1 a seu nível de habilidade, se tiver IQ igual a 10 ou 11, e 2 para IQ 12+.
- Modificadores: Veja Familiaridade, (pág. 43). -2 para uma arma de um tipo conhecido com a qual não se está familiarizado (ex.: calibre . 22 quando se está acostumado com calibre 38); - 4 ou mais para uma arma em más condições; - 4 ou mais para uma arma de tipo desconhecido (ex.: um fuzilquando se está acostumado a atirar com pistolas).
- Todos os modificadores descritos para armas de projétil, devem ser aplicados.",,
SKILL-069,ARMAS DE FOGO | SUBMETRALHADORA - F|F,ARMAS DE FOGO | SUBMETRALHADORA,Armas e Combate,F,F,DX,"
- DX - 4
- DEMAIS ARMAS DE FOGO - 4",Módulo Básico,51,"
- Esta é a perícia no uso de qualquer tipo de arma de cartucho do séc. XX.
- Some 1 a seu nível de habilidade, se tiver IQ igual a 10 ou 11, e 2 para IQ 12+.
- Modificadores: Veja Familiaridade, (pág. 43). -2 para uma arma de um tipo conhecido com a qual não se está familiarizado (ex.: calibre . 22 quando se está acostumado com calibre 38); - 4 ou mais para uma arma em más condições; - 4 ou mais para uma arma de tipo desconhecido (ex.: um fuzilquando se está acostumado a atirar com pistolas).
- Todos os modificadores descritos para armas de projétil, devem ser aplicados.",,
SKILL-070,ARMAS DE FOGO |  METRALHADORAS - F|F,ARMAS DE FOGO |  METRALHADORAS,Armas e Combate,F,F,DX,"
- DX - 4
- DEMAIS ARMAS DE FOGO - 4",Módulo Básico,51,"
- Esta é a perícia no uso de qualquer tipo de arma de cartucho do séc. XX.
- Some 1 a seu nível de habilidade, se tiver IQ igual a 10 ou 11, e 2 para IQ 12+.
- Modificadores: Veja Familiaridade, (pág. 43). -2 para uma arma de um tipo conhecido com a qual não se está familiarizado (ex.: calibre . 22 quando se está acostumado com calibre 38); - 4 ou mais para uma arma em más condições; - 4 ou mais para uma arma de tipo desconhecido (ex.: um fuzilquando se está acostumado a atirar com pistolas).
- Todos os modificadores descritos para armas de projétil, devem ser aplicados.",,
SKILL-071,ARMAS DE FOGO | RIFLES - F|F,ARMAS DE FOGO | RIFLES,Armas e Combate,F,F,DX,"
- DX - 4
- DEMAIS ARMAS DE FOGO - 4",Módulo Básico,51,"
- Esta é a perícia no uso de qualquer tipo de arma de cartucho do séc. XX.
- Some 1 a seu nível de habilidade, se tiver IQ igual a 10 ou 11, e 2 para IQ 12+.
- Modificadores: Veja Familiaridade, (pág. 43). -2 para uma arma de um tipo conhecido com a qual não se está familiarizado (ex.: calibre . 22 quando se está acostumado com calibre 38); - 4 ou mais para uma arma em más condições; - 4 ou mais para uma arma de tipo desconhecido (ex.: um fuzilquando se está acostumado a atirar com pistolas).
- Todos os modificadores descritos para armas de projétil, devem ser aplicados.",,
SKILL-072,ARMAS DE FOGO | ESCOPETAS - F|F,ARMAS DE FOGO | ESCOPETAS,Armas e Combate,F,F,DX,"
- DX - 4
- DEMAIS ARMAS DE FOGO - 4",Módulo Básico,51,"
- Esta é a perícia no uso de qualquer tipo de arma de cartucho do séc. XX.
- Some 1 a seu nível de habilidade, se tiver IQ igual a 10 ou 11, e 2 para IQ 12+.
- Modificadores: Veja Familiaridade, (pág. 43). -2 para uma arma de um tipo conhecido com a qual não se está familiarizado (ex.: calibre . 22 quando se está acostumado com calibre 38); - 4 ou mais para uma arma em más condições; - 4 ou mais para uma arma de tipo desconhecido (ex.: um fuzilquando se está acostumado a atirar com pistolas).
- Todos os modificadores descritos para armas de projétil, devem ser aplicados.",,
SKILL-073,ARMAS DE FOGO | LANÇA FOGUETES - F|F,ARMAS DE FOGO | LANÇA FOGUETES,Armas e Combate,F,F,DX,"
- DX - 4
- DEMAIS ARMAS DE FOGO - 4",Módulo Básico,51,"
- Esta é a perícia no uso de qualquer tipo de arma de cartucho do séc. XX.
- Some 1 a seu nível de habilidade, se tiver IQ igual a 10 ou 11, e 2 para IQ 12+.
- Modificadores: Veja Familiaridade, (pág. 43). -2 para uma arma de um tipo conhecido com a qual não se está familiarizado (ex.: calibre . 22 quando se está acostumado com calibre 38); - 4 ou mais para uma arma em más condições; - 4 ou mais para uma arma de tipo desconhecido (ex.: um fuzilquando se está acostumado a atirar com pistolas).
- Todos os modificadores descritos para armas de projétil, devem ser aplicados.",,
SKILL-074,ARTES MARCIAIS | JUDÔ - F|D,ARTES MARCIAIS | JUDÔ,Armas e Combate,F,D,DX,,Módulo Básico,51,"- Esta perícia representa uma habilidade geral em tombos e chaves e não uma escola específica de combate desarmado. Não é possível usar Judô se tiver alguma coisa nas mãos ou se sua Carga for maior do que Leve. Usando Judô, será possível aparar com qualquer uma das mãos como se ela fosse uma
arma, usando 2/3 de seu NH em Judô como seu Aparar. A chance de se machucar ao aparar uma arma com as mãos também é menor (v. pág. 101).
- Se conseguir aparar com sucesso, você poderá tentar derrubar aquele adversário em seu próximo turno, se ele estiver em um hexágono adjacente ao seu; isto é um ataque. Faça seu teste de Judô. Seu oponente poderá usar qualquer defesa ativa (ele pode aparar sua mão com uma espada). Se ele falhar em sua defesa, terá sido derrubado. Um resultado igual a 17 ou 18 em sua jogada de ataque significa que você foi derrubado. Note que num ataque total você não pode tentar 2 tombos, mas pode fazer uma tentativa com um bônus de +4. É possível também usar esta perícia para derrubar seu oponente se você o estiver Segurando (Combate de Perto, pág. 111); -5 se você estiver deitado no chão.
- Quando derrubar um adversário, ele cairá onde você desejar, num raio de 2 hexágonos a seu redor. Um destes hexágonos deverá ser o que ele ocupava antes, seu hexágono, ou qualquer hexágono adjacente a um destes. Ele deve fazer um teste de HT; uma falha significará que ele está atordoado. Se você o atirar contra alguém, aquela pessoa deverá conseguir um sucesso em uma jogada contra DX+3 ou ST+3 (o que for maior), para evitar ser derrubada.
- É possível também usar seu nível de habilidade em Judô ao invés de DX em qualquer teste de DX feito num Combate de Perto, exceto para sacar uma arma ou largar um escudo.",,0.6666666667
SKILL-075,ARTES MARCIAIS | CARATÊ - F|D,ARTES MARCIAIS | CARATÊ,Armas e Combate,F,D,DX,,Módulo Básico,51,"
- Esta perícia não representa nenhuma escola específica de combate desarmado e sim uma habilidade geral com socos e chutes.
- Não existe penalidade para o uso da mão esquerda. Qualquer mão que venha a ser usada deverá estar vazia, e sua Carga deve ser Leve ou menos.
- É possível aparar com qualquer uma das mãos como se ela fosse uma arma, usando 2/3 de seu NH em Caratê como seu Aparar.
- Se for usado ofensivamente, o Caratê aumentará a quantidade de dano que você é capaz de provocar quando ataca sem armas. Faça um teste de Caratê para ver se o golpe atinge o alvo. (No caso de um chute, use um redutor de -2. Se errar o chute deverá fazer um teste de DX para ver se cai.) Deve-se adicionar 1/5 de seu NH em Caratê, arredondado para baixo, ao dano básico que você provoca com suas mãos ou pés. Aparar com as mãos vazias ainda lhe causará dano se você falhar (v. pág. 101).
- Nota : Apesar de ser capaz de quebrar tijolos em uma demonstração, você não será capaz de atravessar uma armadura com um soco e sair ileso. Faça um teste de HT toda vez que atingir um alvo com RD igual a 3 ou mais. Uma falha significa que sua mão ou pé recebeu um dano igual a 1d6-2. A Rijeza de seu oponente não conta como RD neste caso. Sua própria Rijeza (ou botas, etc...) o protegerá neste caso.",,0.6666666667
SKILL-076,FACA - F|F,FACA,Armas e Combate,F,F,DX,"
- DX -4",Módulo Básico,51,"
- A perícia no uso, mas não no arremesso, de qualquer tipo de faca, adaga ou estilete.",,0.5
SKILL-077,ARREMESSO DE FACA - F|F,ARREMESSO DE FACA,Armas e Combate,F,F,DX,"
- DX -4",Módulo Básico,51,"
- A habilidade de arremessar qualquer espécie de faca.",,
SKILL-078,LANÇA DE JUSTA - F|M,LANÇA DE JUSTA,Armas e Combate,F,M,DX,"
- LANÇA -3 SE MONTARIA | CAVALOS 12+
- DX -6",Módulo Básico,51,"
- Esta é a perícia no uso da lança de justa, uma arma parecida com uma lança normal, com um comprimento maior ou igual a 3,5 m, usada a cavalo.
- Não é comum aparar em um combate com lanças de justa; é preciso Bloquear ou se Esquivar dos ataques do inimigo.",MONTARIA | CAVALOS,
SKILL-079,LAÇO - F|M,LAÇO,Armas e Combate,F,M,DX,,Módulo Básico,51,"
- Esta é a perícia no arremesso do laço ou reata.
- Ela é usada principalmente para laçar animais. 
- Pode-se tentar laçar uma parte específica do corpo, ou escolher uma aleatoriamente na Tabela de Partes do Corpo. Faça uma Disputa Rápida de ST, se o laço tiver prendido um braço ou o tronco do adversário. Se o laçador vencer, a vítima estará imobilizada, mas se ele perder, terá perdido a corda. Se a cabeça tiver sido laçada, a vítima estará submetida a um redutor de -5 na Disputa de ST. Se um pé tiver sido laçado, a vítima terá que ser bem sucedida em um teste de DX para permanecer em pé (DX - 4 se a vítima estava correndo quando foi laçada) e não haverá necessidade de disputa de ST. Se o teste de DX resultar em falha, a vítima sofrerá 1d6 - 4 pontos de dano devido à queda (1d-2 se a vítima estava correndo).
- Para manter a vítima imobilizada, é preciso que o laço fique sempre esticado. Você pode fazê-lo com as mãos, mas enquanto estiver ocupado com isto, não poderá fazer mais nada. Se um cavalo tiver sido treinado para manter o laço esticado (pág. 143), sua ST substituirá a do laçador na disputa.
- Um laço em redor do pescoço (redutor de -5 em um ser humano e -2 na maioria do gado), impedirá a vítima de respirar enquanto estiver esticado. Trate este caso como asfixia (pág. 122).
- Ninguém é capaz de escapar de um laço esticado sem cortar a corda. Escapar de uma laço bambo é o mesmo que de uma boleadeira.",,
SKILL-080,REDE - F|D,REDE,Armas e Combate,F,D,DX,,Módulo Básico,51,"
- Esta é a perícia no uso da rede como uma arma em uma luta.
- É possível se esquivar de uma rede, mas não bloquear nem aparar. 
- No caso de um arremesso bem sucedido, a vítima estará envolvida e incapaz de se mover ou atacar até a rede ser removida.
- Para remover uma rede você precisa de três sucessos, não necessariamente consecutivos, em testes de DX. Modificadores: - 4 quando se tem as duas mãos livres; -6 quando se tem uma só mão livre, ou no caso de animais. Se ocorrerem três falhas consecutivas, a vítima estará
tão embaraçada, que será necessário cortar a rede para libertá-la. 
- Uma rede para animais pesa 9 kg e pode ser arremessada a uma distância de (ST/2) metros mais 1/5 do NH com a rede (arredondado para baixo).
- Uma rede pequena pode ser usada como uma arma de combate com um alcance de 1 ou 2 hexágonos.
- Trate como um laço (acima), mas a vítima pode tentar se libertar como se fosse de boleadeira (acima). Uma rede de combate pesa 1,5 kg e pode ser arremessada a uma distância de (ST) metros mais 1/5 do nível de habilidade (arredondado para baixo).
- Todos os testes para se libertar de uma rede de combate têm um bônus de +3.",,
SKILL-081,ARMAS DE HASTE - F|M,ARMAS DE HASTE,Armas e Combate,F,M,DX,"
- DX -5",Módulo Básico,51,"
- Perícia no uso de armas de haste muito longas e desbalanceadas, incluindo a acha d’armas, a alabarda, a bisarma e as centenas de variações do tipo.",,
SKILL-082,ESCUDO - F|F,ESCUDO,Armas e Combate,F,F,DX,"
- DX -4
- BROQUEL -2",Módulo Básico,52,"
- Esta é a perícia no uso de um escudo do tipo medieval ou daqueles usados pelas tropas de choque.
- Esta perícia é necessária para atacar com o Escudo.
- No entanto a defesa passiva oferecida pelo escudo (1 a 4 pontos) protege quem o carrega, mesmo que ele não saiba como usá-lo.
- A defesa ativa de um escudo (no Bloqueio) é 1/2 de seu NH com o Escudo. Logo, você será capaz de bloquear muito melhor se tiver estudado a perícia do que se usar seu nível pré-definido.
- O atributo DX de uma pessoa média é 10, ou seja o nível pré-definido de sua habilidade com o Escudo é 6 e seu Bloqueio será 3..",,
SKILL-083,ESPADAS CURTAS - F|M,ESPADAS CURTAS,Armas e Combate,F,M,DX,"
- DX-5
- ESPADAS LONGAS-2",Módulo Básico,52,"Esta é a perícia no uso de qualquer tipo de arma balanceada com 60 a 100 cm de comprimento, incluindo o terçado, o gládio e o bastão.",,0.5
SKILL-084,FUNDA - F|D,FUNDA,Armas e Combate,F,D,DX,"
- DX -6",Módulo Básico,52,Esta é a perícia no uso da funda ou fustíbalo.,,
SKILL-085,LANÇA - F|M,LANÇA,Armas e Combate,F,M,DX,"
- DX -5
- BASTÃO -2",Módulo Básico,52,"Esta é a perícia no uso (mas não arremesso) de qualquer tipo de lança, dardo, tridente, baioneta, pique ou arma longa, leve e pontuda.",,0.5
SKILL-086,ARREMESSO DE LANÇA - F|F,ARREMESSO DE LANÇA,Armas e Combate,F,F,DX,"
- DX -4
- BROQUEL -2",Módulo Básico,52,"
- Habilidade no arremesso de qualquer tipo de lança, dardo, etc.",,
SKILL-087,RAPIDEZ DE RECARGA | ARMAS DE PÓLVORA - F|F,RAPIDEZ DE RECARGA | ARMAS DE PÓLVORA,Armas e Combate,F,F,DX,,Módulo Básico,52,"- Esta é a habilidade em carregar rapidamente uma arma de fogo.
- Não é a mesma coisa que Sacar Rápido, mas você poderia, usando as perícias certas, recarregar muito rapidamente sacando um municiador rápido ou um pente de seu cinto ou bolso e colocando na arma.
- Uma falha em uma tentativa de Rapidez de Recarga acrescentará ao tempo normal de carga aquele que seria economizado se a tentativa tivesse sido bem sucedida. Uma falha crítica derruba ou danifica a munição; o processo de carga deve ser iniciado novamente ou a munição tem que ser recuperada.
- Para algumas armas especiais o efeito de Rapidez de Recarga pode ser diferente conforme decisão do Mestre.",,
SKILL-088,RAPIDEZ DE RECARGA | PISTOLAS - F|F,RAPIDEZ DE RECARGA | PISTOLAS,Armas e Combate,F,F,DX,,Módulo Básico,52,"- Esta é a habilidade em carregar rapidamente uma arma de fogo.
- Não é a mesma coisa que Sacar Rápido, mas você poderia, usando as perícias certas, recarregar muito rapidamente sacando um municiador rápido ou um pente de seu cinto ou bolso e colocando na arma.
- Uma falha em uma tentativa de Rapidez de Recarga acrescentará ao tempo normal de carga aquele que seria economizado se a tentativa tivesse sido bem sucedida. Uma falha crítica derruba ou danifica a munição; o processo de carga deve ser iniciado novamente ou a munição tem que ser recuperada.
- Para algumas armas especiais o efeito de Rapidez de Recarga pode ser diferente conforme decisão do Mestre.",,
SKILL-089,RAPIDEZ DE RECARGA | REVÓLVERES - F|F,RAPIDEZ DE RECARGA | REVÓLVERES,Armas e Combate,F,F,DX,,Módulo Básico,52,"- Esta é a habilidade em carregar rapidamente uma arma de fogo.
- Não é a mesma coisa que Sacar Rápido, mas você poderia, usando as perícias certas, recarregar muito rapidamente sacando um municiador rápido ou um pente de seu cinto ou bolso e colocando na arma.
- Uma falha em uma tentativa de Rapidez de Recarga acrescentará ao tempo normal de carga aquele que seria economizado se a tentativa tivesse sido bem sucedida. Uma falha crítica derruba ou danifica a munição; o processo de carga deve ser iniciado novamente ou a munição tem que ser recuperada.
- Para algumas armas especiais o efeito de Rapidez de Recarga pode ser diferente conforme decisão do Mestre.",,
SKILL-090,RAPIDEZ DE RECARGA | SUBMETRALHADORAS - F|F,RAPIDEZ DE RECARGA | SUBMETRALHADORAS,Armas e Combate,F,F,DX,,Módulo Básico,52,"- Esta é a habilidade em carregar rapidamente uma arma de fogo.
- Não é a mesma coisa que Sacar Rápido, mas você poderia, usando as perícias certas, recarregar muito rapidamente sacando um municiador rápido ou um pente de seu cinto ou bolso e colocando na arma.
- Uma falha em uma tentativa de Rapidez de Recarga acrescentará ao tempo normal de carga aquele que seria economizado se a tentativa tivesse sido bem sucedida. Uma falha crítica derruba ou danifica a munição; o processo de carga deve ser iniciado novamente ou a munição tem que ser recuperada.
- Para algumas armas especiais o efeito de Rapidez de Recarga pode ser diferente conforme decisão do Mestre.",,
SKILL-091,RAPIDEZ DE RECARGA | METRALHADORAS - F|F,RAPIDEZ DE RECARGA | METRALHADORAS,Armas e Combate,F,F,DX,,Módulo Básico,52,"- Esta é a habilidade em carregar rapidamente uma arma de fogo.
- Não é a mesma coisa que Sacar Rápido, mas você poderia, usando as perícias certas, recarregar muito rapidamente sacando um municiador rápido ou um pente de seu cinto ou bolso e colocando na arma.
- Uma falha em uma tentativa de Rapidez de Recarga acrescentará ao tempo normal de carga aquele que seria economizado se a tentativa tivesse sido bem sucedida. Uma falha crítica derruba ou danifica a munição; o processo de carga deve ser iniciado novamente ou a munição tem que ser recuperada.
- Para algumas armas especiais o efeito de Rapidez de Recarga pode ser diferente conforme decisão do Mestre.",,
SKILL-092,RAPIDEZ DE RECARGA | RIFLES - F|F,RAPIDEZ DE RECARGA | RIFLES,Armas e Combate,F,F,DX,,Módulo Básico,52,"- Esta é a habilidade em carregar rapidamente uma arma de fogo.
- Não é a mesma coisa que Sacar Rápido, mas você poderia, usando as perícias certas, recarregar muito rapidamente sacando um municiador rápido ou um pente de seu cinto ou bolso e colocando na arma.
- Uma falha em uma tentativa de Rapidez de Recarga acrescentará ao tempo normal de carga aquele que seria economizado se a tentativa tivesse sido bem sucedida. Uma falha crítica derruba ou danifica a munição; o processo de carga deve ser iniciado novamente ou a munição tem que ser recuperada.
- Para algumas armas especiais o efeito de Rapidez de Recarga pode ser diferente conforme decisão do Mestre.",,
SKILL-093,RAPIDEZ DE RECARGA | ESCOPETAS - F|F,RAPIDEZ DE RECARGA | ESCOPETAS,Armas e Combate,F,F,DX,,Módulo Básico,52,"- Esta é a habilidade em carregar rapidamente uma arma de fogo.
- Não é a mesma coisa que Sacar Rápido, mas você poderia, usando as perícias certas, recarregar muito rapidamente sacando um municiador rápido ou um pente de seu cinto ou bolso e colocando na arma.
- Uma falha em uma tentativa de Rapidez de Recarga acrescentará ao tempo normal de carga aquele que seria economizado se a tentativa tivesse sido bem sucedida. Uma falha crítica derruba ou danifica a munição; o processo de carga deve ser iniciado novamente ou a munição tem que ser recuperada.
- Para algumas armas especiais o efeito de Rapidez de Recarga pode ser diferente conforme decisão do Mestre.",,
SKILL-094,RAPIDEZ DE RECARGA | LANÇA FOGUETES - F|F,RAPIDEZ DE RECARGA | LANÇA FOGUETES,Armas e Combate,F,F,DX,,Módulo Básico,52,"- Esta é a habilidade em carregar rapidamente uma arma de fogo.
- Não é a mesma coisa que Sacar Rápido, mas você poderia, usando as perícias certas, recarregar muito rapidamente sacando um municiador rápido ou um pente de seu cinto ou bolso e colocando na arma.
- Uma falha em uma tentativa de Rapidez de Recarga acrescentará ao tempo normal de carga aquele que seria economizado se a tentativa tivesse sido bem sucedida. Uma falha crítica derruba ou danifica a munição; o processo de carga deve ser iniciado novamente ou a munição tem que ser recuperada.
- Para algumas armas especiais o efeito de Rapidez de Recarga pode ser diferente conforme decisão do Mestre.",,
SKILL-095,BASTÃO - F|D,BASTÃO,Armas e Combate,F,D,DX,"
- DX -5
- LANÇA -2",Módulo Básico,52,"
- Esta é a perícia no uso do Bastão ou de qualquer haste ou vara improvisada como Bastão. Este é um tipo de arma empunhada com as duas mãos. Seu Aparar será 2/3 de seu nível de habilidade.",,0.6666666667
SKILL-096,MACHADO/MAÇA DE DUAS MÃOS - F|M,MACHADO/MAÇA DE DUAS MÃOS,Armas e Combate,F,M,DX,"
- DX -5",Módulo Básico,52,"
- Habilidade na utilização de qualquer arma longa, pesada e não balanceada como, por exemplo, o machado de batalha ou a marreta.",,0.5
SKILL-097,ESPADAS DE DUAS MÃOS - F|M,ESPADAS DE DUAS MÃOS,Armas e Combate,F,M,DX,"
- DX -5",Módulo Básico,52,"
- Esta é a perícia no manuseio de uma arma de lâmina longa (1,5m a 2m) com as duas mãos.",,0.5
SKILL-098,CHICOTE - F|M,CHICOTE,Armas e Combate,F,M,DX,,Módulo Básico,52,"
- Esta é a habilidade em usar um chicote como uma arma. Existem chicotes de vários comprimentos. Em termos de jogo, um chicote com 1 m de comprimento tem um alcance de 1 m. O tempo necessário para re-preparar um chicote depende de
seu comprimento: 0 turnos para um chicote de 1 m; 1 turno para um chicote de 2 m; 2 turnos para um chicote de 3 m ou mais. Os chicotes podem ter até 6 m de comprimento. É impossível atingir um alvo a 1 m de distância, ou menos, com um chicote de 2 m de comprimento.
- Um chicote é uma arma muito ruim para aparar; seu Aparar será igual a 1/3 de seu NH como arma, arredondado para baixo.
- É possível estalar o chicote (o barulho é provocado pela ponta ao romper a barreira do som). Se você conseguir fazer o chicote estalar exatamente no instante em que atinge o alvo, ele provocará 2 pontos a mais de dano, mas isto é feito com um redutor de - 4 em seu NH.
- As chicotadas são muito doloridas. Um personagem que sofra mais de 1 ponto de dano na mão ou braço de um chicote deverá fazer um teste de Vontade com um redutor igual ao dano recebido. Uma falha significará que ele largou qualquer coisa que estivesse trazendo na mão.
- É possível atingir a arma de um adversário com um chicote (com o redutor normal devido ao tamanho da arma). Se o golpe foi certeiro, será necessário fazer uma Disputa de ST, com um bônus de +1 para o personagem que tem o chicote, devido à alavanca. Se ele vencer, terá arrancado a arma da mão do adversário. Um sucesso decisivo na primeira jogada produz o mesmo resultado.
- Um chicote pode ser usado para tentar estrangular (redutor de - 4) a vítima, do mesmo modo que um laço. Isto não provoca dano, mas (no caso de sucesso) deveremos seguir as regras de laço.",,
SKILL-099,ARMEIRO - M|M,ARMEIRO,Artesanais,M,M,IQ,"
- IQ -5
- NH com Armas -6
- Ferreiro -3 (NT <=4)",Módulo Básico,53,"
- Esta é a habilidade na construção e conserto de armas e armaduras no nível tecnológico apropriado. É necessário um sucesso em um teste para descobrir qual o problema com a arma (a menos que ele seja óbvio). Um segundo sucesso permitirá que o personagem a conserte. O Mestre deve
determinar um período de tempo razoável para cada tentativa de conserto.
- Modificadores: -4 se a arma não for familiar; -4 se não tiver as ferramentas apropriadas (-5 em NT 9+).",,
SKILL-100,ARMEIRO | ARMAS DE MÃO - M|M,ARMEIRO | ARMAS DE MÃO,Artesanais,M,M,IQ,"
- IQ -5
- NH com Armas -6
- Ferreiro -3 (NT <=4)",Módulo Básico,53,"
- Esta é a habilidade na construção e conserto de armas e armaduras no nível tecnológico apropriado. É necessário um sucesso em um teste para descobrir qual o problema com a arma (a menos que ele seja óbvio). Um segundo sucesso permitirá que o personagem a conserte. O Mestre deve
determinar um período de tempo razoável para cada tentativa de conserto.
- Modificadores: -4 se a arma não for familiar; -4 se não tiver as ferramentas apropriadas (-5 em NT 9+).",,
SKILL-101,ARMEIRO | ARMADURAS - M|M,ARMEIRO | ARMADURAS,Artesanais,M,M,IQ,"
- IQ -5
- NH com Armas -6
- Ferreiro -3 (NT <=4)",Módulo Básico,53,"
- Esta é a habilidade na construção e conserto de armas e armaduras no nível tecnológico apropriado. É necessário um sucesso em um teste para descobrir qual o problema com a arma (a menos que ele seja óbvio). Um segundo sucesso permitirá que o personagem a conserte. O Mestre deve
determinar um período de tempo razoável para cada tentativa de conserto.
- Modificadores: -4 se a arma não for familiar; -4 se não tiver as ferramentas apropriadas (-5 em NT 9+).",,
SKILL-102,ARMEIRO | ARCOS E FLECHAS - M|M,ARMEIRO | ARCOS E FLECHAS,Artesanais,M,M,IQ,"
- IQ -5
- NH com Armas -6
- Ferreiro -3 (NT <=4)",Módulo Básico,53,"
- Esta é a habilidade na construção e conserto de armas e armaduras no nível tecnológico apropriado. É necessário um sucesso em um teste para descobrir qual o problema com a arma (a menos que ele seja óbvio). Um segundo sucesso permitirá que o personagem a conserte. O Mestre deve
determinar um período de tempo razoável para cada tentativa de conserto.
- Modificadores: -4 se a arma não for familiar; -4 se não tiver as ferramentas apropriadas (-5 em NT 9+).",,
SKILL-103,ARMEIRO | ARMAS DE CERCO - M|M,ARMEIRO | ARMAS DE CERCO,Artesanais,M,M,IQ,"
- IQ -5
- NH com Armas -6
- Ferreiro -3 (NT <=4)",Módulo Básico,53,"
- Esta é a habilidade na construção e conserto de armas e armaduras no nível tecnológico apropriado. É necessário um sucesso em um teste para descobrir qual o problema com a arma (a menos que ele seja óbvio). Um segundo sucesso permitirá que o personagem a conserte. O Mestre deve
determinar um período de tempo razoável para cada tentativa de conserto.
- Modificadores: -4 se a arma não for familiar; -4 se não tiver as ferramentas apropriadas (-5 em NT 9+).",,
SKILL-104,ARMEIRO | ARMAS DE PÓLVORA - M|M,ARMEIRO | ARMAS DE PÓLVORA,Artesanais,M,M,IQ,"
- IQ -5
- NH com Armas -6
- Ferreiro -3 (NT <=4)",Módulo Básico,53,"
- Esta é a habilidade na construção e conserto de armas e armaduras no nível tecnológico apropriado. É necessário um sucesso em um teste para descobrir qual o problema com a arma (a menos que ele seja óbvio). Um segundo sucesso permitirá que o personagem a conserte. O Mestre deve
determinar um período de tempo razoável para cada tentativa de conserto.
- Modificadores: -4 se a arma não for familiar; -4 se não tiver as ferramentas apropriadas (-5 em NT 9+).",,
SKILL-105,ARMEIRO | ARMAS DE FOGO - M|M,ARMEIRO | ARMAS DE FOGO,Artesanais,M,M,IQ,"
- IQ -5
- NH com Armas -6
- Ferreiro -3 (NT <=4)",Módulo Básico,53,"
- Esta é a habilidade na construção e conserto de armas e armaduras no nível tecnológico apropriado. É necessário um sucesso em um teste para descobrir qual o problema com a arma (a menos que ele seja óbvio). Um segundo sucesso permitirá que o personagem a conserte. O Mestre deve
determinar um período de tempo razoável para cada tentativa de conserto.
- Modificadores: -4 se a arma não for familiar; -4 se não tiver as ferramentas apropriadas (-5 em NT 9+).",,
SKILL-106,FERREIRO - M|M,FERREIRO,Artesanais,M,M,IQ,"
- IQ -5
- JOALHEIRO -4",Módulo Básico,53,"
- Esta é a habilidade de trabalhar manualmente com ferro e outros metais não-preciosos.
- Para este trabalho é necessário uma forja, mas dispondo do material adequado, um ferreiro é capaz de construir uma em mais ou menos 30 dias.
- Modificador: -1 para cada ponto de ST abaixo de 13.",,
