consumable_id,consumable_name,consumable_box_name,consumable_tier,consumable_type,consumable_category,consumable_ingredients,consumable_duration,consumable_effect,consumable_toxicity,consumable_price,consumable_weight,consumable_description,consumable_observation,consumable_method,consumable_effect_area
POTION-040,Poção da Mira Perfeita,Poção da Mira Perfeita | Comum,Comum,Poção,Utilidade,,2 Turnos,O usuário ganha +2 de bônus ao realizar a manobra Mirar.,10.0,100,0.5,"
- Um líquido translúcido de tonalidade âmbar-clara com reflexos dourados extremamente finos que se alinham em linhas retas quando o frasco é mantido imóvel, como se buscassem um ponto exato no espaço.
- Ao ser movimentada, essas linhas se reorganizam rapidamente, formando padrões precisos que lembram trajetórias calculadas. Sua fluidez é leve e controlada, escorrendo pelo vidro em trilhas uniformes e simétricas.
- O aroma é seco e focado — madeira polida, couro tratado e um leve toque metálico que remete a mecanismos bem ajustados.
- Ao ser ingerida, a percepção visual parece estabilizar: respiração desacelera, mãos se tornam firmes e a distância entre o usuário e o alvo parece mais clara, quase mensurável. Pequenos ajustes acontecem naturalmente, como se o corpo antecipasse o movimento ideal antes da execução.",,,
POTION-041,Poção da Mira Perfeita,Poção da Mira Perfeita | Boa,Boa,Poção,Utilidade,,3 Turnos,O usuário ganha +2 de bônus ao realizar a manobra Mirar.,8.0,200,0.4,"
- Um líquido translúcido de tonalidade âmbar-clara com reflexos dourados extremamente finos que se alinham em linhas retas quando o frasco é mantido imóvel, como se buscassem um ponto exato no espaço.
- Ao ser movimentada, essas linhas se reorganizam rapidamente, formando padrões precisos que lembram trajetórias calculadas. Sua fluidez é leve e controlada, escorrendo pelo vidro em trilhas uniformes e simétricas.
- O aroma é seco e focado — madeira polida, couro tratado e um leve toque metálico que remete a mecanismos bem ajustados.
- Ao ser ingerida, a percepção visual parece estabilizar: respiração desacelera, mãos se tornam firmes e a distância entre o usuário e o alvo parece mais clara, quase mensurável. Pequenos ajustes acontecem naturalmente, como se o corpo antecipasse o movimento ideal antes da execução.",,,
POTION-042,Poção da Mira Perfeita,Poção da Mira Perfeita | Superior,Superior,Poção,Utilidade,,4 Turnos,O usuário ganha +2 de bônus ao realizar a manobra Mirar.,6.0,400,0.3,"
- Um líquido translúcido de tonalidade âmbar-clara com reflexos dourados extremamente finos que se alinham em linhas retas quando o frasco é mantido imóvel, como se buscassem um ponto exato no espaço.
- Ao ser movimentada, essas linhas se reorganizam rapidamente, formando padrões precisos que lembram trajetórias calculadas. Sua fluidez é leve e controlada, escorrendo pelo vidro em trilhas uniformes e simétricas.
- O aroma é seco e focado — madeira polida, couro tratado e um leve toque metálico que remete a mecanismos bem ajustados.
- Ao ser ingerida, a percepção visual parece estabilizar: respiração desacelera, mãos se tornam firmes e a distância entre o usuário e o alvo parece mais clara, quase mensurável. Pequenos ajustes acontecem naturalmente, como se o corpo antecipasse o movimento ideal antes da execução.",,,
POTION-043,Poção da Mira Perfeita,Poção da Mira Perfeita | Excelente,Excelente,Poção,Utilidade,,5 Turnos,O usuário ganha +2 de bônus ao realizar a manobra Mirar.,4.0,800,0.2,"
- Um líquido translúcido de tonalidade âmbar-clara com reflexos dourados extremamente finos que se alinham em linhas retas quando o frasco é mantido imóvel, como se buscassem um ponto exato no espaço.
- Ao ser movimentada, essas linhas se reorganizam rapidamente, formando padrões precisos que lembram trajetórias calculadas. Sua fluidez é leve e controlada, escorrendo pelo vidro em trilhas uniformes e simétricas.
- O aroma é seco e focado — madeira polida, couro tratado e um leve toque metálico que remete a mecanismos bem ajustados.
- Ao ser ingerida, a percepção visual parece estabilizar: respiração desacelera, mãos se tornam firmes e a distância entre o usuário e o alvo parece mais clara, quase mensurável. Pequenos ajustes acontecem naturalmente, como se o corpo antecipasse o movimento ideal antes da execução.",,,
POTION-044,Poção da Mira Perfeita,Poção da Mira Perfeita | Obra-Prima,Obra-Prima,Poção,Utilidade,,6 Turnos,O usuário ganha +4 de bônus ao realizar a manobra Mirar.,2.0,1600,0.1,"
- Um líquido translúcido de tonalidade âmbar-clara com reflexos dourados extremamente finos que se alinham em linhas retas quando o frasco é mantido imóvel, como se buscassem um ponto exato no espaço.
- Ao ser movimentada, essas linhas se reorganizam rapidamente, formando padrões precisos que lembram trajetórias calculadas. Sua fluidez é leve e controlada, escorrendo pelo vidro em trilhas uniformes e simétricas.
- O aroma é seco e focado — madeira polida, couro tratado e um leve toque metálico que remete a mecanismos bem ajustados.
- Ao ser ingerida, a percepção visual parece estabilizar: respiração desacelera, mãos se tornam firmes e a distância entre o usuário e o alvo parece mais clara, quase mensurável. Pequenos ajustes acontecem naturalmente, como se o corpo antecipasse o movimento ideal antes da execução.",,,
POISON-000,Antídoto,Antídoto | Comum,Comum,Veneno,Antídoto,,1d6 Turnos,Anula o efeito de venenos  de qualidade Comum.,,30,0.5,"
- Um pó refinado de coloração dourado-clara, com brilho suave que se intensifica quando misturado a líquidos.
- Em estado seco, seus grãos são leves e uniformes, lembrando poeira mineral pura; quando diluído, dissolve-se com facilidade, tingindo a mistura com um tom quente e translúcido, como mel muito claro em água.
- A preparação líquida permanece estável, sem formar resíduos, e parece levemente luminosa quando observada contra a luz.
- O aroma é limpo e equilibrado — ervas amargas suavizadas por notas florais e um fundo mineral fresco.
- Seja inalado em pó ou ingerido diluído, transmite a sensação de algo que harmoniza o corpo: primeiro um frescor discreto, depois um calor suave que se espalha lentamente, como se o organismo estivesse sendo alinhado e purificado de influências estranhas.","
- Ao usar em um veneno de nível diretamente superior, o alvo pode realizar novo teste de HT -2 para resistir a qualquer veneno ativo no organismo.
- Em caso de sucesso, neutraliza completamente o veneno.
- Em caso de falha, reduz a duração restante pela metade.
- Em caso de falha crítica, em efeito (o veneno é forte demais naquele momento).","Aspirado, Ingestão",
POISON-001,Antídoto,Antídoto | Boa,Boa,Veneno,Antídoto,,1d6 + 6 Turnos,Anula o efeito de venenos  de qualidade Boa ou inferior.,,60,0.4,"
- Um pó refinado de coloração dourado-clara, com brilho suave que se intensifica quando misturado a líquidos.
- Em estado seco, seus grãos são leves e uniformes, lembrando poeira mineral pura; quando diluído, dissolve-se com facilidade, tingindo a mistura com um tom quente e translúcido, como mel muito claro em água.
- A preparação líquida permanece estável, sem formar resíduos, e parece levemente luminosa quando observada contra a luz.
- O aroma é limpo e equilibrado — ervas amargas suavizadas por notas florais e um fundo mineral fresco.
- Seja inalado em pó ou ingerido diluído, transmite a sensação de algo que harmoniza o corpo: primeiro um frescor discreto, depois um calor suave que se espalha lentamente, como se o organismo estivesse sendo alinhado e purificado de influências estranhas.","
- Ao usar em um veneno de nível diretamente superior, o alvo pode realizar novo teste de HT -2 para resistir a qualquer veneno ativo no organismo.
- Em caso de sucesso, neutraliza completamente o veneno.
- Em caso de falha, reduz a duração restante pela metade.
- Em caso de falha crítica, em efeito (o veneno é forte demais naquele momento).","Aspirado, Ingestão",
POISON-002,Antídoto,Antídoto | Superior,Superior,Veneno,Antídoto,,1d6 + 12 Turnos,Anula o efeito de venenos  de qualidade Superior ou inferior.,,120,0.3,"
- Um pó refinado de coloração dourado-clara, com brilho suave que se intensifica quando misturado a líquidos.
- Em estado seco, seus grãos são leves e uniformes, lembrando poeira mineral pura; quando diluído, dissolve-se com facilidade, tingindo a mistura com um tom quente e translúcido, como mel muito claro em água.
- A preparação líquida permanece estável, sem formar resíduos, e parece levemente luminosa quando observada contra a luz.
- O aroma é limpo e equilibrado — ervas amargas suavizadas por notas florais e um fundo mineral fresco.
- Seja inalado em pó ou ingerido diluído, transmite a sensação de algo que harmoniza o corpo: primeiro um frescor discreto, depois um calor suave que se espalha lentamente, como se o organismo estivesse sendo alinhado e purificado de influências estranhas.","
- Ao usar em um veneno de nível diretamente superior, o alvo pode realizar novo teste de HT -2 para resistir a qualquer veneno ativo no organismo.
- Em caso de sucesso, neutraliza completamente o veneno.
- Em caso de falha, reduz a duração restante pela metade.
- Em caso de falha crítica, em efeito (o veneno é forte demais naquele momento).","Aspirado, Ingestão",
POISON-003,Antídoto,Antídoto | Excelente,Excelente,Veneno,Antídoto,,1d6 + 18 Turnos,Anula o efeito de venenos  de qualidade Excelente ou inferior.,,240,0.2,"
- Um pó refinado de coloração dourado-clara, com brilho suave que se intensifica quando misturado a líquidos.
- Em estado seco, seus grãos são leves e uniformes, lembrando poeira mineral pura; quando diluído, dissolve-se com facilidade, tingindo a mistura com um tom quente e translúcido, como mel muito claro em água.
- A preparação líquida permanece estável, sem formar resíduos, e parece levemente luminosa quando observada contra a luz.
- O aroma é limpo e equilibrado — ervas amargas suavizadas por notas florais e um fundo mineral fresco.
- Seja inalado em pó ou ingerido diluído, transmite a sensação de algo que harmoniza o corpo: primeiro um frescor discreto, depois um calor suave que se espalha lentamente, como se o organismo estivesse sendo alinhado e purificado de influências estranhas.","
- Ao usar em um veneno de nível diretamente superior, o alvo pode realizar novo teste de HT -2 para resistir a qualquer veneno ativo no organismo.
- Em caso de sucesso, neutraliza completamente o veneno.
- Em caso de falha, reduz a duração restante pela metade.
- Em caso de falha crítica, em efeito (o veneno é forte demais naquele momento).","Aspirado, Ingestão",
POISON-004,Antídoto,Antídoto | Obra-Prima,Obra-Prima,Veneno,Antídoto,,1d6 + 24 Turnos,Anula o efeito de venenos  de qualidade Obra-Prima ou inferior.,,480,0.1,"
- Um pó refinado de coloração dourado-clara, com brilho suave que se intensifica quando misturado a líquidos.
- Em estado seco, seus grãos são leves e uniformes, lembrando poeira mineral pura; quando diluído, dissolve-se com facilidade, tingindo a mistura com um tom quente e translúcido, como mel muito claro em água.
- A preparação líquida permanece estável, sem formar resíduos, e parece levemente luminosa quando observada contra a luz.
- O aroma é limpo e equilibrado — ervas amargas suavizadas por notas florais e um fundo mineral fresco.
- Seja inalado em pó ou ingerido diluído, transmite a sensação de algo que harmoniza o corpo: primeiro um frescor discreto, depois um calor suave que se espalha lentamente, como se o organismo estivesse sendo alinhado e purificado de influências estranhas.",,"Aspirado, Ingestão",
POISON-005,Curare,Curare | Comum,Comum,Veneno,Debilitante,,1d6 Turnos,Paralisa o alvo.,,300,0.5,"
- Um veneno de coloração vermelho-escura intensa, quase negra nas áreas mais densas, com brilho úmido que denuncia sua potência. Em sua forma destilada apresenta aspecto resinoso e espesso, aderindo às superfícies como se fosse uma seiva antiga concentrada.
- Quando diluído, torna-se plenamente solúvel, espalhando-se com facilidade em líquidos, ferimentos ou preparações alquímicas.
- Seu odor é amargo e terroso, com notas profundas de casca macerada e raízes trituradas.
- Ao entrar na corrente do corpo, não provoca dor imediata — apenas uma sensação sutil de peso nos membros, como fadiga súbita. Em poucos instantes, esse peso se transforma em rigidez progressiva: dedos hesitam, músculos respondem com atraso e, por fim, o corpo torna-se prisioneiro de uma quietude imposta, enquanto a mente permanece desperta.","
- O alvo deve realizar um teste de HT - 2.
- Em caso de falha, sofre paralisia parcial: -4 de DX, não pode realizar ações que exijam coordenação fina e sua movimentação é reduzida pela metade.
- Em caso de falha 3+, sofre a condição de paralisia total, incapaz de agir voluntariamente, mantendo consciência.
- Em caso de falha crítica, além da paralisa total, deve ser realizado um novo teste de HT, sem redutor, que em caso de falha leva a dificuldade respiratória causando 1 de dano por turno.
- Em caso de sucesso, sente apenas dormência: -1 de DX.","Ingestão, Injetável",
POISON-006,Curare,Curare | Boa,Boa,Veneno,Debilitante,,1d6 + 6 Turnos,Paralisa o alvo.,,600,0.4,"
- Um veneno de coloração vermelho-escura intensa, quase negra nas áreas mais densas, com brilho úmido que denuncia sua potência. Em sua forma destilada apresenta aspecto resinoso e espesso, aderindo às superfícies como se fosse uma seiva antiga concentrada.
- Quando diluído, torna-se plenamente solúvel, espalhando-se com facilidade em líquidos, ferimentos ou preparações alquímicas.
- Seu odor é amargo e terroso, com notas profundas de casca macerada e raízes trituradas.
- Ao entrar na corrente do corpo, não provoca dor imediata — apenas uma sensação sutil de peso nos membros, como fadiga súbita. Em poucos instantes, esse peso se transforma em rigidez progressiva: dedos hesitam, músculos respondem com atraso e, por fim, o corpo torna-se prisioneiro de uma quietude imposta, enquanto a mente permanece desperta.","
- O alvo deve realizar um teste de HT - 3.
- Em caso de falha, sofre paralisia parcial: -4 de DX, não pode realizar ações que exijam coordenação fina e sua movimentação é reduzida pela metade.
- Em caso de falha 2+, sofre a condição de paralisia total, incapaz de agir voluntariamente, mantendo consciência.
- Em caso de falha crítica, além da paralisa total, deve ser realizado um novo teste de HT, sem redutor, que em caso de falha leva a dificuldade respiratória causando 1 de dano por turno.
- Em caso de sucesso, sente apenas dormência: -1 de DX.","Ingestão, Injetável",
POISON-007,Curare,Curare | Superior,Superior,Veneno,Debilitante,,1d6 + 12 Turnos,Paralisa o alvo.,,900,0.3,"
- Um veneno de coloração vermelho-escura intensa, quase negra nas áreas mais densas, com brilho úmido que denuncia sua potência. Em sua forma destilada apresenta aspecto resinoso e espesso, aderindo às superfícies como se fosse uma seiva antiga concentrada.
- Quando diluído, torna-se plenamente solúvel, espalhando-se com facilidade em líquidos, ferimentos ou preparações alquímicas.
- Seu odor é amargo e terroso, com notas profundas de casca macerada e raízes trituradas.
- Ao entrar na corrente do corpo, não provoca dor imediata — apenas uma sensação sutil de peso nos membros, como fadiga súbita. Em poucos instantes, esse peso se transforma em rigidez progressiva: dedos hesitam, músculos respondem com atraso e, por fim, o corpo torna-se prisioneiro de uma quietude imposta, enquanto a mente permanece desperta.","
- O alvo deve realizar um teste de HT - 4.
- Em caso de falha, sofre paralisia parcial: -4 de DX, não pode realizar ações que exijam coordenação fina e sua movimentação é reduzida pela metade.
- Em caso de falha 1+, sofre a condição de paralisia total, incapaz de agir voluntariamente, mantendo consciência.
- Em caso de falha crítica, além da paralisa total, deve ser realizado um novo teste de HT, sem redutor, que em caso de falha leva a dificuldade respiratória causando 1 de dano por turno.
- Em caso de sucesso, sente apenas dormência: -1 de DX.","Ingestão, Injetável",
POISON-008,Curare,Curare | Excelente,Excelente,Veneno,Debilitante,,1d6 + 18 Turnos,Paralisa o alvo.,,1200,0.2,"
- Um veneno de coloração vermelho-escura intensa, quase negra nas áreas mais densas, com brilho úmido que denuncia sua potência. Em sua forma destilada apresenta aspecto resinoso e espesso, aderindo às superfícies como se fosse uma seiva antiga concentrada.
- Quando diluído, torna-se plenamente solúvel, espalhando-se com facilidade em líquidos, ferimentos ou preparações alquímicas.
- Seu odor é amargo e terroso, com notas profundas de casca macerada e raízes trituradas.
- Ao entrar na corrente do corpo, não provoca dor imediata — apenas uma sensação sutil de peso nos membros, como fadiga súbita. Em poucos instantes, esse peso se transforma em rigidez progressiva: dedos hesitam, músculos respondem com atraso e, por fim, o corpo torna-se prisioneiro de uma quietude imposta, enquanto a mente permanece desperta.","
- O alvo deve realizar um teste de HT - 5.
- Em caso de falha, sofre a condição de paralisia total, incapaz de agir voluntariamente, mantendo consciência.
- Em caso de falha crítica, além da paralisa total, deve ser realizado um novo teste de HT, sem redutor, que em caso de falha leva a dificuldade respiratória causando 1 de dano por turno.
- Em caso de sucesso, sente apenas dormência: -1 de DX.","Ingestão, Injetável",
POISON-009,Curare,Curare | Obra-Prima,Obra-Prima,Veneno,Debilitante,,1d6 + 24 Turnos,Paralisa o alvo.,,1500,0.1,"
- Um veneno de coloração vermelho-escura intensa, quase negra nas áreas mais densas, com brilho úmido que denuncia sua potência. Em sua forma destilada apresenta aspecto resinoso e espesso, aderindo às superfícies como se fosse uma seiva antiga concentrada.
- Quando diluído, torna-se plenamente solúvel, espalhando-se com facilidade em líquidos, ferimentos ou preparações alquímicas.
- Seu odor é amargo e terroso, com notas profundas de casca macerada e raízes trituradas.
- Ao entrar na corrente do corpo, não provoca dor imediata — apenas uma sensação sutil de peso nos membros, como fadiga súbita. Em poucos instantes, esse peso se transforma em rigidez progressiva: dedos hesitam, músculos respondem com atraso e, por fim, o corpo torna-se prisioneiro de uma quietude imposta, enquanto a mente permanece desperta.","
- O alvo deve realizar um teste de HT - 6
- Em caso de falha, sofre a condição de paralisia total, incapaz de agir voluntariamente, mantendo consciência.
- Em caso de falha crítica, além da paralisa total, deve ser realizado um novo teste de HT, sem redutor, que em caso de falha leva a dificuldade respiratória causando 1 de dano por turno.
- Em caso de sucesso, sente apenas dormência: -1 de DX.","Ingestão, Injetável",
POISON-010,Areia de Morpheus,Areia de Morpheus | Comum,Comum,Veneno,Debilitante,,2 Horas,Adormece o alvo.,,300,0.5,"
- Um pó finíssimo de coloração marfim pálido, quase perolado, que cintíla suavemente quando exposto à luz - como grãos de areia sob o luar.
- Ao ser manuseado, escorre pelos dedos com leveza sedosa, formando pequenos redemoinhos no ar antes de se dispersar.
- Exala um aroma sutil e adocicado, lembrando flores noturnas e pergaminhos antingos.","
- A vítimia precisa fazer dois testes de HT, com redutor de -6  e -4, respectivamente, para resistir aos efeitos do veneno.
- Se falhar no primeiro teste o alvo cairá no sono, se passar no primeiro sofrerá penalidade de -5 em qualquer teste de percepção e feitiços sensoriais, se passar em ambos evitará ambos os efeitos.","Aspirado, Injetável",
POISON-011,Areia de Morpheus,Areia de Morpheus | Boa,Boa,Veneno,Debilitante,,4 Horas,Adormece o alvo.,,600,0.4,"
- Um pó finíssimo de coloração marfim pálido, quase perolado, que cintíla suavemente quando exposto à luz - como grãos de areia sob o luar.
- Ao ser manuseado, escorre pelos dedos com leveza sedosa, formando pequenos redemoinhos no ar antes de se dispersar.
- Exala um aroma sutil e adocicado, lembrando flores noturnas e pergaminhos antingos.","
- A vítimia precisa fazer dois testes de HT, com redutor de -6  e -4, respectivamente, para resistir aos efeitos do veneno.
- Se falhar no primeiro teste o alvo cairá no sono, se passar no primeiro sofrerá penalidade de -5 em qualquer teste de percepção e feitiços sensoriais, se passar em ambos evitará ambos os efeitos.","Aspirado, Injetável",
POISON-012,Areia de Morpheus,Areia de Morpheus | Superior,Superior,Veneno,Debilitante,,6 Horas,Adormece o alvo.,,900,0.3,"
- Um pó finíssimo de coloração marfim pálido, quase perolado, que cintíla suavemente quando exposto à luz - como grãos de areia sob o luar.
- Ao ser manuseado, escorre pelos dedos com leveza sedosa, formando pequenos redemoinhos no ar antes de se dispersar.
- Exala um aroma sutil e adocicado, lembrando flores noturnas e pergaminhos antingos.","
- A vítimia precisa fazer dois testes de HT, com redutor de -6  e -4, respectivamente, para resistir aos efeitos do veneno.
- Se falhar no primeiro teste o alvo cairá no sono, se passar no primeiro sofrerá penalidade de -5 em qualquer teste de percepção e feitiços sensoriais, se passar em ambos evitará ambos os efeitos.","Aspirado, Injetável",
POISON-013,Areia de Morpheus,Areia de Morpheus | Excelente,Excelente,Veneno,Debilitante,,8 Horas,Adormece o alvo.,,1200,0.2,"
- Um pó finíssimo de coloração marfim pálido, quase perolado, que cintíla suavemente quando exposto à luz - como grãos de areia sob o luar.
- Ao ser manuseado, escorre pelos dedos com leveza sedosa, formando pequenos redemoinhos no ar antes de se dispersar.
- Exala um aroma sutil e adocicado, lembrando flores noturnas e pergaminhos antingos.","
- A vítimia precisa fazer dois testes de HT, com redutor de -6  e -4, respectivamente, para resistir aos efeitos do veneno.
- Se falhar no primeiro teste o alvo cairá no sono, se passar no primeiro sofrerá penalidade de -5 em qualquer teste de percepção e feitiços sensoriais, se passar em ambos evitará ambos os efeitos.","Aspirado, Injetável",
POISON-014,Areia de Morpheus,Areia de Morpheus | Obra-Prima,Obra-Prima,Veneno,Debilitante,,1 Dia,Adormece o alvo.,,1500,0.1,"
- Um pó finíssimo de coloração marfim pálido, quase perolado, que cintíla suavemente quando exposto à luz - como grãos de areia sob o luar.
- Ao ser manuseado, escorre pelos dedos com leveza sedosa, formando pequenos redemoinhos no ar antes de se dispersar.
- Exala um aroma sutil e adocicado, lembrando flores noturnas e pergaminhos antingos.","
- A vítimia precisa fazer dois testes de HT, com redutor de -6  e -4, respectivamente, para resistir aos efeitos do veneno.
- Se falhar no primeiro teste o alvo cairá no sono, se passar no primeiro sofrerá penalidade de -5 em qualquer teste de percepção e feitiços sensoriais, se passar em ambos evitará ambos os efeitos.","Aspirado, Injetável",
POISON-015,Visgo Urticante,Visgo Urticante | Comum,Comum,Veneno,Debilitante,,1d6 minutos,"Causa irritação, coceira e reflexos involuntários.",,150,0.5,"
- Uma substância viscosa e translúcida, de tonalidade esverdeada leitosa, que estica em fios finos quando manipulada, como se relutasse em se soltar do recipiente.
- Sua superfície possui brilho úmido e irregular, lembrando seiva fresca extraída de uma planta viva.
- O odor é vegetal e acre, com notas que recordam folhas esmagadas e casca amarga.
- Ao toque, o visgo parece inofensivo por um breve instante, frio e pegajoso, mas rapidamente desperta uma sensação de formigamento que evolui para ardor intenso e coceira persistente.
- Quando aplicado em armas, espalha-se facilemente pelo ferimento ou pela pele exposta, provocando irritação difusa e difícil de ignorar.","
- O antídoto para esse veneno é lavagem da área afetada.
- Alvo afetados devem realizar um teste de HT - 2. Em caso de falha, sofre -2 em DX e em perícias que exijam concentração ou precisão manual devido a irritação. Em caso de falha crítica impõe também um redutor de -1 em IQ para tarefas que exijam foco, pela distração constante.",Contato,
POISON-016,Visgo Urticante,Visgo Urticante | Boa,Boa,Veneno,Debilitante,,1d6 + 6 minutos,"Causa irritação, coceira e reflexos involuntários.",,300,0.4,"
- Uma substância viscosa e translúcida, de tonalidade esverdeada leitosa, que estica em fios finos quando manipulada, como se relutasse em se soltar do recipiente.
- Sua superfície possui brilho úmido e irregular, lembrando seiva fresca extraída de uma planta viva.
- O odor é vegetal e acre, com notas que recordam folhas esmagadas e casca amarga.
- Ao toque, o visgo parece inofensivo por um breve instante, frio e pegajoso, mas rapidamente desperta uma sensação de formigamento que evolui para ardor intenso e coceira persistente.
- Quando aplicado em armas, espalha-se facilemente pelo ferimento ou pela pele exposta, provocando irritação difusa e difícil de ignorar.","
- O antídoto para esse veneno é lavagem da área afetada.
- Alvo afetados devem realizar um teste de HT - 3. Em caso de falha, sofre -2 em DX e em perícias que exijam concentração ou precisão manual devido a irritação. Em caso de falha crítica impõe também um redutor de -1 em IQ para tarefas que exijam foco, pela distração constante.",Contato,
POISON-017,Visgo Urticante,Visgo Urticante | Superior,Superior,Veneno,Debilitante,,1d6 + 12 minutos,"Causa irritação, coceira e reflexos involuntários.",,450,0.3,"
- Uma substância viscosa e translúcida, de tonalidade esverdeada leitosa, que estica em fios finos quando manipulada, como se relutasse em se soltar do recipiente.
- Sua superfície possui brilho úmido e irregular, lembrando seiva fresca extraída de uma planta viva.
- O odor é vegetal e acre, com notas que recordam folhas esmagadas e casca amarga.
- Ao toque, o visgo parece inofensivo por um breve instante, frio e pegajoso, mas rapidamente desperta uma sensação de formigamento que evolui para ardor intenso e coceira persistente.
- Quando aplicado em armas, espalha-se facilemente pelo ferimento ou pela pele exposta, provocando irritação difusa e difícil de ignorar.","
- O antídoto para esse veneno é lavagem da área afetada.
- Alvo afetados devem realizar um teste de HT - 4. Em caso de falha, sofre -2 em DX e em perícias que exijam concentração ou precisão manual devido a irritação. Em caso de falha crítica impõe também um redutor de -1 em IQ para tarefas que exijam foco, pela distração constante.",Contato,
POISON-018,Visgo Urticante,Visgo Urticante | Excelente,Excelente,Veneno,Debilitante,,1d6 + 18 minutos,"Causa irritação, coceira e reflexos involuntários.",,600,0.2,"
- Uma substância viscosa e translúcida, de tonalidade esverdeada leitosa, que estica em fios finos quando manipulada, como se relutasse em se soltar do recipiente.
- Sua superfície possui brilho úmido e irregular, lembrando seiva fresca extraída de uma planta viva.
- O odor é vegetal e acre, com notas que recordam folhas esmagadas e casca amarga.
- Ao toque, o visgo parece inofensivo por um breve instante, frio e pegajoso, mas rapidamente desperta uma sensação de formigamento que evolui para ardor intenso e coceira persistente.
- Quando aplicado em armas, espalha-se facilemente pelo ferimento ou pela pele exposta, provocando irritação difusa e difícil de ignorar.","
- O antídoto para esse veneno é lavagem da área afetada.
- Alvo afetados devem realizar um teste de HT - 5. Em caso de falha, sofre -2 em DX e em perícias que exijam concentração ou precisão manual devido a irritação. Em caso de falha crítica impõe também um redutor de -1 em IQ para tarefas que exijam foco, pela distração constante.",Contato,
POISON-019,Visgo Urticante,Visgo Urticante | Obra-Prima,Obra-Prima,Veneno,Debilitante,,1d6 + 24 minutos,"Causa irritação, coceira e reflexos involuntários.",,750,0.1,"
- Uma substância viscosa e translúcida, de tonalidade esverdeada leitosa, que estica em fios finos quando manipulada, como se relutasse em se soltar do recipiente.
- Sua superfície possui brilho úmido e irregular, lembrando seiva fresca extraída de uma planta viva.
- O odor é vegetal e acre, com notas que recordam folhas esmagadas e casca amarga.
- Ao toque, o visgo parece inofensivo por um breve instante, frio e pegajoso, mas rapidamente desperta uma sensação de formigamento que evolui para ardor intenso e coceira persistente.
- Quando aplicado em armas, espalha-se facilemente pelo ferimento ou pela pele exposta, provocando irritação difusa e difícil de ignorar.","
- O antídoto para esse veneno é lavagem da área afetada.
- Alvo afetados devem realizar um teste de HT - 6. Em caso de falha, sofre -2 em DX e em perícias que exijam concentração ou precisão manual devido a irritação. Em caso de falha crítica impõe também um redutor de -1 em IQ para tarefas que exijam foco, pela distração constante.",Contato,
POISON-020,Véu da Noite,Véu da Noite | Comum,Comum,Veneno,Debilitante,,1d6 minutos,"Cega, temporariamente, o alvo.",,300,0.5,"
- Um pó finíssimo de coloração cinza-pálida com reflexos opalescentes, quase imperceptíveis, que lembram poeria de vidro moído.
- Quando agitado, forma uma névoa leve e difusa que parece apagar os contornos ao redor, como se a própria luz hesitasse em atravessá-la.
- Possui um aroma seco e mineral, com um leve traço amargo que permanece no fundo das narinas.
- Ao ser ingerido ou inalado, não provoca dor imediata, apenas uma sensação estranha de pressão atrás dos olhos, seguida por lacrimejamento e uma turvação crescente da visão. Em poucos instantes, cores desbotam, formas se dissolvem e o mundo é engolido por uma escuridão leitosa e temporária.","
- O alvo deve realizar um teste de HT -2.
- Em caso de falha, sofre a condição de Cegueira.
- Em caso de sucesso sofre -6 em testes de visão.
- Em caso de falha crítica, estende a duração em 1d6 minutos.","Aspirado, Ingestão, Injetável",
POISON-021,Véu da Noite,Véu da Noite | Boa,Boa,Veneno,Debilitante,,1d6 + 6 minutos,"Cega, temporariamente, o alvo.",,600,0.4,"
- Um pó finíssimo de coloração cinza-pálida com reflexos opalescentes, quase imperceptíveis, que lembram poeria de vidro moído.
- Quando agitado, forma uma névoa leve e difusa que parece apagar os contornos ao redor, como se a própria luz hesitasse em atravessá-la.
- Possui um aroma seco e mineral, com um leve traço amargo que permanece no fundo das narinas.
- Ao ser ingerido ou inalado, não provoca dor imediata, apenas uma sensação estranha de pressão atrás dos olhos, seguida por lacrimejamento e uma turvação crescente da visão. Em poucos instantes, cores desbotam, formas se dissolvem e o mundo é engolido por uma escuridão leitosa e temporária.","
- O alvo deve realizar um teste de HT -3.
- Em caso de falha, sofre a condição de Cegueira.
- Em caso de sucesso sofre -7 em testes de visão.
- Em caso de falha crítica, estende a duração em 1d6 + 6 minutos.","Aspirado, Ingestão, Injetável",
POISON-022,Véu da Noite,Véu da Noite | Superior,Superior,Veneno,Debilitante,,1d6 + 12 minutos,"Cega, temporariamente, o alvo.",,900,0.3,"
- Um pó finíssimo de coloração cinza-pálida com reflexos opalescentes, quase imperceptíveis, que lembram poeria de vidro moído.
- Quando agitado, forma uma névoa leve e difusa que parece apagar os contornos ao redor, como se a própria luz hesitasse em atravessá-la.
- Possui um aroma seco e mineral, com um leve traço amargo que permanece no fundo das narinas.
- Ao ser ingerido ou inalado, não provoca dor imediata, apenas uma sensação estranha de pressão atrás dos olhos, seguida por lacrimejamento e uma turvação crescente da visão. Em poucos instantes, cores desbotam, formas se dissolvem e o mundo é engolido por uma escuridão leitosa e temporária.","
- O alvo deve realizar um teste de HT -4.
- Em caso de falha, sofre a condição de Cegueira.
- Em caso de sucesso sofre -8 em testes de visão.
- Em caso de falha crítica, estende a duração em 1d6 + 12 minutos.","Aspirado, Ingestão, Injetável",
