spell_id,spell_box_name,spell_school,spell_name,spell_difficulty,spell_tier,spell_type,spell_requirements,spell_cost,spell_cast_time,spell_target_type,spell_range,spell_effect_area,spell_scaling,spell_duration,spell_description,spell_observation
HAG-0034,BANIR O MAL | MD,Hagiomancia,Banir o Mal,MD,Mestre,Dissipação,"
- Moldar Mana
- Arma de Luz",16,Instantâneo,Área,15 Hex,7 Hex,"
- +1 de Mana para cada 3 Hex de raio de alcançe adicionais.
- +1 de Mana para cada 1 Hex de área de efeito adicional.
- +1 de Mana para cada Turno de duração adicional.",5 Turnos,"
- Cria um domo que impede que criaturas dos tipo zumbi, espírito, demônio e criaturas da noite de adentrem na área.
- Criaturas que estejam dentro da área sofrem 1d6+12 de dano e são compelidas a fugir.","
- Um ritual sagrado, que leva 1 hora para ser realizado, pode ser feito pelo conjurador, protegendo uma determinada área, santificando-a durante um número de horas, para cada hora 2 de de Mana é gasto."
HAG-0035,MÃOS CURATIVAS | F,Hagiomancia,Mãos Curativas,F,Aprendiz,Restauração,- Moldar Mana,2,Instantâneo,Toque,Self,Área ocupada pelo alvo,"
- +5 de Mana para cada +1 de bônus de cura adicional.",Instantâneo,"
- O conjurador cura o alvo em 1d6 ao tocá-lo.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0036,MÃOS CURATIVAS | F,Hagiomancia,Mãos Curativas,F,Experiente,Restauração,- Moldar Mana,2,Instantâneo,Toque,Self,Área ocupada pelo alvo,"
- +4 de Mana para cada +1 de bônus de cura adicional.",Instantâneo,"
- O conjurador cura o alvo em 1d6+2 ao tocá-lo.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0037,MÃOS CURATIVAS | F,Hagiomancia,Mãos Curativas,F,Veterano,Restauração,- Moldar Mana,2,Instantâneo,Toque,Self,Área ocupada pelo alvo,"
- +3 de Mana para cada +1 de bônus de cura adicional.",Instantâneo,"
- O conjurador cura o alvo em 1d6+4 ao tocá-lo.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0038,MÃOS CURATIVAS | F,Hagiomancia,Mãos Curativas,F,Especialista,Restauração,- Moldar Mana,2,Instantâneo,Toque,Self,Área ocupada pelo alvo,"
- +2 de Mana para cada +1 de bônus de cura adicional.",Instantâneo,"
- O conjurador cura o alvo em 1d6+6 ao tocá-lo.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0039,MÃOS CURATIVAS | F,Hagiomancia,Mãos Curativas,F,Mestre,Restauração,- Moldar Mana,2,Instantâneo,Toque,Self,Área ocupada pelo alvo,"
- +1 de Mana para cada +1 de bônus de cura adicional.",Instantâneo,"
- O conjurador cura o alvo em 1d6+8 ao tocá-lo.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0040,CURA PROJETADA | M,Hagiomancia,Cura Projetada,M,Aprendiz,Restauração,"
- Moldar Mana
- Mãos Curativas",4,2 Turnos,Alvo Único,3 Hex,Área ocupada pelo alvo,"
- +1 de Mana para cada 1 Hex de raio de efeito adicional.
- +5 de Mana para cada +1 de bônus de cura adicional.",Instantâneo,"
- O conjurador cura o alvo em 1d6 rezando próximo a ele.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0041,CURA PROJETADA | M,Hagiomancia,Cura Projetada,M,Experiente,Restauração,"
- Moldar Mana
- Mãos Curativas",4,2 Turnos,Alvo Único,5 Hex,Área ocupada pelo alvo,"
- +1 de Mana para cada 1 Hex de raio de efeito adicional.
- +4 de Mana para cada +1 de bônus de cura adicional.",Instantâneo,"
- O conjurador cura o alvo em 1d6+2 rezando próximo a ele.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0042,CURA PROJETADA | M,Hagiomancia,Cura Projetada,M,Veterano,Restauração,"
- Moldar Mana
- Mãos Curativas",4,1 Turno,Alvo Único,8 Hex,Área ocupada pelo alvo,"
- +1 de Mana para cada 2 Hex de raio de efeito adicional.
- +3 de Mana para cada +1 de bônus de cura adicional.",Instantâneo,"
- O conjurador cura o alvo em 1d6+4 rezando próximo a ele.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0043,CURA PROJETADA | M,Hagiomancia,Cura Projetada,M,Especialista,Restauração,"
- Moldar Mana
- Mãos Curativas",4,1 Turno,Alvo Único,12 Hex,Área ocupada pelo alvo,"
- +1 de Mana para cada 2 Hex de raio de efeito adicional.
- +2 de Mana para cada +1 de bônus de cura adicional.",Instantâneo,"
- O conjurador cura o alvo em 1d6+6 rezando próximo a ele.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0044,CURA PROJETADA | M,Hagiomancia,Cura Projetada,M,Mestre,Restauração,"
- Moldar Mana
- Mãos Curativas",4,Instantâneo,Alvo Único,15 Hex,Área ocupada pelo alvo,"
- +1 de Mana para cada 3 Hex de raio de efeito adicional.
- +1 de Mana para cada +1 de bônus de cura adicional.",Instantâneo,"
- O conjurador cura o alvo em 1d6+8 rezando próximo a ele.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0045,CURA SAGRADA | MD,Hagiomancia,Cura Sagrada,MD,Aprendiz,Restauração,"
- Moldar Mana
- Mãos Curativas",8,2 Turnos,Área,3 Hex,3 Hex,"
- +5 de Mana para cada 1 Hex de raio de alcançe adicional.",Instantâneo,"
- O conjurador cura todos os alvos a sua volta em 1d6 rezando próximo a eles.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0046,CURA SAGRADA | MD,Hagiomancia,Cura Sagrada,MD,Experiente,Restauração,"
- Moldar Mana
- Mãos Curativas",8,2 Turnos,Área,5 Hex,3 Hex,"
- +4 de Mana para cada 1 Hex de raio de alcançe adicional.",Instantâneo,"
- O conjurador cura todos os alvos a sua volta em 1d6+2 rezando próximo a eles.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0047,CURA SAGRADA | MD,Hagiomancia,Cura Sagrada,MD,Veterano,Restauração,"
- Moldar Mana
- Mãos Curativas",8,1 Turno,Área,8 Hex,5 Hex,"
- +3 de Mana para cada 2 Hex de raio de alcançe adicionais.",Instantâneo,"
- O conjurador cura todos os alvos a sua volta em 1d6+4 rezando próximo a eles.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0048,CURA SAGRADA | MD,Hagiomancia,Cura Sagrada,MD,Especialista,Restauração,"
- Moldar Mana
- Mãos Curativas",8,1 Turno,Área,12 Hex,5 Hex,"
- +2 de Mana para cada 2 Hex de raio de alcançe adicionais.
",Instantâneo,"
- O conjurador cura todos os alvos a sua volta em 1d6+6 rezando próximo a eles.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0049,CURA SAGRADA | MD,Hagiomancia,Cura Sagrada,MD,Mestre,Restauração,"
- Moldar Mana
- Mãos Curativas",8,Instantâneo,Área,15 Hex,7 Hex,"
- +1 de Mana para cada 3 Hex de raio de alcançe adicionais.",Instantâneo,"
- O conjurador cura todos os alvos a sua volta em 1d6+8 rezando próximo a eles.
","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes.
- Possui uma penalidade cumulativa de -1 ao ser conjurada em alguém que já recebeu esta magia anteriormente no mesmo dia."
HAG-0050,LÁGRIMAS DA NEGAÇÃO | MD,Hagiomancia,Lágrimas da Negação,MD,Aprendiz,Proteção,- Moldar Mana,16,2 Turnos,Self,Self,Self,"
- +5 de Mana para cada 1 hora adicional de duração.",3 Horas,"
- O conjurador é involvido por uma luz de mesma intensidade e o efeito permanece até que seus pontos de vida cheguem a zero pela primeira vez.
- Se os pontos de vida do conjurador chegarem a 0, um clarão de luz cega todos em uma área de 2 Hex e o este é curado em 1d6.","
- Essa magia só pode ser utilizada 1 vez por dia."
HAG-0051,LÁGRIMAS DA NEGAÇÃO | MD,Hagiomancia,Lágrimas da Negação,MD,Experiente,Proteção,- Moldar Mana,16,2 Turnos,Self,Self,Self,"
- +4 de Mana para cada 1 hora adicional de duração.",9 Horas,"
- O conjurador é involvido por uma luz de mesma intensidade e o efeito permanece até que seus pontos de vida cheguem a zero pela primeira vez.
- Se os pontos de vida do conjurador chegarem a 0, um clarão de luz cega todos em uma área de 2 Hex e o este é curado em 1d6+6.","
- Essa magia só pode ser utilizada 1 vez por dia."
HAG-0052,LÁGRIMAS DA NEGAÇÃO | MD,Hagiomancia,Lágrimas da Negação,MD,Veterano,Proteção,- Moldar Mana,16,1 Turno,Self,Self,Self,"
- +3 de Mana para cada 1 hora adicional de duração.",12 Horas,"
- O conjurador é involvido por uma luz de mesma intensidade e o efeito permanece até que seus pontos de vida cheguem a zero pela primeira vez.
- Se os pontos de vida do conjurador chegarem a 0, um clarão de luz cega todos em uma área de 3 Hex e o este é curado em 1d6+12.","
- Essa magia só pode ser utilizada 1 vez por dia."
HAG-0053,LÁGRIMAS DA NEGAÇÃO | MD,Hagiomancia,Lágrimas da Negação,MD,Especialista,Proteção,- Moldar Mana,16,1 Turno,Self,Self,Self,"
- +2 de Mana para cada 1 hora adicional de duração.",18 Horas,"
- O conjurador é involvido por uma luz de mesma intensidade e o efeito permanece até que seus pontos de vida cheguem a zero pela primeira vez.
- Se os pontos de vida do conjurador chegarem a 0, um clarão de luz cega todos em uma área de 3 Hex e o este é curado em 1d6+18.","
- Essa magia só pode ser utilizada 1 vez por dia."
HAG-0054,LÁGRIMAS DA NEGAÇÃO | MD,Hagiomancia,Lágrimas da Negação,MD,Mestre,Proteção,- Moldar Mana,16,Instantâneo,Self,Self,Self,"
- +1 de Mana para cada 1 hora adicional de duração.",24 Horas,"
- O conjurador é involvido por uma luz de mesma intensidade e o efeito permanece até que seus pontos de vida cheguem a zero pela primeira vez.
- Se os pontos de vida do conjurador chegarem a 0, um clarão de luz cega todos em uma área de 5 Hex e o este é curado em 1d6+24.","
- Essa magia só pode ser utilizada 1 vez por dia."
HAG-0055,PAREDE DE LUZ | D,Hagiomancia,Parede de Luz,D,Aprendiz,Invocação,"
- Moldar Mana",8,1 Turno,Linha,3 Hex,3 Hex,"
- +1 de Mana para cada 1 Hex de comprimento adicional.
- +5 de Mana para cada Turno de duração adicional.",2 Turnos,"
- Cria uma parede que impede a passagem e ataques de criaturas do tipos zumbi, espírito, demônio e craituras da noite.","
- A parede é inútil contra objetos físicos portados pelas criaturas afetadas por este feitiço, ou seja, um golpe de espada feito por uma dessas criaturas, no qual somente a espada passaria a parede atinge seu alvo normalmente."
HAG-0056,PAREDE DE LUZ | D,Hagiomancia,Parede de Luz,D,Experiente,Invocação,"
- Moldar Mana",8,1 Turno,Linha,5 Hex,3 Hex,"
- +1 de Mana para cada 1 Hex de comprimento adicional.
- +4 de Mana para cada Turno de duração adicional.",2 Turnos,"
- Cria uma parede que impede a passagem e ataques de criaturas do tipos zumbi, espírito, demônio e craituras da noite.","
- A parede é inútil contra objetos físicos portados pelas criaturas afetadas por este feitiço, ou seja, um golpe de espada feito por uma dessas criaturas, no qual somente a espada passaria a parede atinge seu alvo normalmente."
HAG-0057,PAREDE DE LUZ | D,Hagiomancia,Parede de Luz,D,Veterano,Invocação,"
- Moldar Mana",8,1 Turno,Linha,8 Hex,5 Hex,"
- +1 de Mana para cada 2 Hex de comprimento adicional.
- +3 de Mana para cada Turno de duração adicional.",3 Turnos,"
- Cria uma parede que impede a passagem e ataques de criaturas do tipos zumbi, espírito, demônio e craituras da noite.","
- A parede é inútil contra objetos físicos portados pelas criaturas afetadas por este feitiço, ou seja, um golpe de espada feito por uma dessas criaturas, no qual somente a espada passaria a parede atinge seu alvo normalmente."
HAG-0058,PAREDE DE LUZ | D,Hagiomancia,Parede de Luz,D,Especialista,Invocação,"
- Moldar Mana",8,1 Turno,Linha,12 Hex,5 Hex,"
- +1 de Mana para cada 2 Hex de comprimento adicional.
- +2 de Mana para cada Turno de duração adicional.",3 Turnos,"
- Cria uma parede que impede a passagem e ataques de criaturas do tipos zumbi, espírito, demônio e craituras da noite.","
- A parede é inútil contra objetos físicos portados pelas criaturas afetadas por este feitiço, ou seja, um golpe de espada feito por uma dessas criaturas, no qual somente a espada passaria a parede atinge seu alvo normalmente."
HAG-0059,PAREDE DE LUZ | D,Hagiomancia,Parede de Luz,D,Mestre,Invocação,"
- Moldar Mana",8,Instantâneo,Linha,15 Hex,7 Hex,"
- +1 de Mana para cada 3 Hex de comprimento adicional.
- +1 de Mana para cada Turno de duração adicional.",5 Turnos,"
- Cria uma parede que impede a passagem e ataques de criaturas do tipos zumbi, espírito, demônio e craituras da noite.","
- A parede é inútil contra objetos físicos portados pelas criaturas afetadas por este feitiço, ou seja, um golpe de espada feito por uma dessas criaturas, no qual somente a espada passaria a parede atinge seu alvo normalmente."
HAG-0060,LANÇA DE LUZ | F,Hagiomancia,Lança de Luz,F,Aprendiz,Projétil,"
- Moldar Mana",4,Instantâneo,Alvo Único,IQ x 1 Hex,1 Hex,"

- +1 de Mana para cada 1 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6 de dano sagrado ao alvo.",
HAG-0061,LANÇA DE LUZ | F,Hagiomancia,Lança de Luz,F,Experiente,Projétil,"
- Moldar Mana",4,Instantâneo,Alvo Único,IQ x 2 Hex,1 Hex,"

- +1 de Mana para cada 1 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+3 de dano sagrado ao alvo.",
HAG-0062,LANÇA DE LUZ | F,Hagiomancia,Lança de Luz,F,Veterano,Projétil,"
- Moldar Mana",4,Instantâneo,Alvo Único,IQ x 3 Hex,1 Hex,"
- +1 de Mana para cada 2 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+6 de dano sagrado ao alvo.",
HAG-0063,LANÇA DE LUZ | F,Hagiomancia,Lança de Luz,F,Especialista,Projétil,"
- Moldar Mana",4,Instantâneo,Alvo Único,IQ x 4 Hex,1 Hex,"
- +1 de Mana para cada 2 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+9 de dano sagrado ao alvo.",
HAG-0064,LANÇA DE LUZ | F,Hagiomancia,Lança de Luz,F,Mestre,Projétil,"
- Moldar Mana",4,Instantâneo,Alvo Único,IQ x 5 Hex,1 Hex,"
- +1 de Mana para cada 3 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+12 de dano sagrado ao alvo.",
HAG-0065,LANÇA DE LUZ PURIFICADORA | M,Hagiomancia,Lança de Luz Purificadora,M,Aprendiz,Projétil,"
- Moldar Mana
- Lança de Luz",8,Instantâneo,Linha,IQ x 1 Hex,2 Hex,"

- +1 de Mana para cada 1 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6 de dano sagrado ao alvo.","
- Ao atingir o alvo, ela o perfura, causando dano sagrado em uma linha de 2 Hex a partir do primeiro alvo."
HAG-0066,LANÇA DE LUZ PURIFICADORA | M,Hagiomancia,Lança de Luz Purificadora,M,Experiente,Projétil,"
- Moldar Mana
- Lança de Luz",8,Instantâneo,Linha,IQ x 2 Hex,2 Hex,"

- +1 de Mana para cada 1 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+3 de dano sagrado ao alvo.","
- Ao atingir o alvo, ela o perfura, causando dano sagrado em uma linha de 2 Hex a partir do primeiro alvo."
HAG-0067,LANÇA DE LUZ PURIFICADORA | M,Hagiomancia,Lança de Luz Purificadora,M,Veterano,Projétil,"
- Moldar Mana
- Lança de Luz",8,Instantâneo,Linha,IQ x 3 Hex,3 Hex,"
- +1 de Mana para cada 2 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+6 de dano sagrado ao alvo.","
- Ao atingir o alvo, ela o perfura, causando dano sagrado em uma linha de 3 Hex a partir do primeiro alvo."
HAG-0068,LANÇA DE LUZ PURIFICADORA | M,Hagiomancia,Lança de Luz Purificadora,M,Especialista,Projétil,"
- Moldar Mana
- Lança de Luz",8,Instantâneo,Linha,IQ x 4 Hex,3 Hex ,"
- +1 de Mana para cada 2 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+9 de dano sagrado ao alvo.","
- Ao atingir o alvo, ela o perfura, causando dano sagrado em uma linha de 3 Hex a partir do primeiro alvo."
HAG-0069,LANÇA DE LUZ PURIFICADORA | M,Hagiomancia,Lança de Luz Purificadora,M,Mestre,Projétil,"
- Moldar Mana
- Lança de Luz",8,Instantâneo,Linha,IQ x 5 Hex,5 Hex,"
- +1 de Mana para cada 3 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+12 de dano sagrado ao alvo.","
- Ao atingir o alvo, ela o perfura, causando dano sagrado em uma linha de 5 Hex a partir do primeiro alvo."
HAG-0070,LANÇA DE LUZ INQUISITORA | D,Hagiomancia,Lança de Luz Inquisitora,D,Aprendiz,Projétil,"
- Moldar Mana
- Lança de Luz",16,Instantâneo,Área,IQ x 1 Hex,2 Hex,"

- +1 de Mana para cada 1 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6 de dano sagrado ao alvo.","
- Ao atingir o alvo, ela explode, causando dano sagrado em uma área de 2 Hex em torno do alvo.
"
HAG-0071,LANÇA DE LUZ INQUISITORA | D,Hagiomancia,Lança de Luz Inquisitora,D,Experiente,Projétil,"
- Moldar Mana
- Lança de Luz",16,Instantâneo,Área,IQ x 2 Hex,2 Hex,"

- +1 de Mana para cada 1 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+3 de dano sagrado ao alvo.","
- Ao atingir o alvo, ela explode, causando dano sagrado em uma área de 2 Hex em torno do alvo.
"
HAG-0072,LANÇA DE LUZ INQUISITORA | D,Hagiomancia,Lança de Luz Inquisitora,D,Veterano,Projétil,"
- Moldar Mana
- Lança de Luz",16,Instantâneo,Área,IQ x 3 Hex,3 Hex,"
- +1 de Mana para cada 2 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+6 de dano sagrado ao alvo.","
- Ao atingir o alvo, ela explode, causando dano sagrado em uma área de 3 Hex em torno do alvo.
"
HAG-0073,LANÇA DE LUZ INQUISITORA | D,Hagiomancia,Lança de Luz Inquisitora,D,Especialista,Projétil,"
- Moldar Mana
- Lança de Luz",16,Instantâneo,Área,IQ x 4 Hex,3 Hex ,"
- +1 de Mana para cada 2 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+9 de dano sagrado ao alvo.","
- Ao atingir o alvo, ela explode, causando dano sagrado em uma área de 3 Hex em torno do alvo.
"
HAG-0074,LANÇA DE LUZ INQUISITORA | D,Hagiomancia,Lança de Luz Inquisitora,D,Mestre,Projétil,"
- Moldar Mana
- Lança de Luz",16,Instantâneo,Área,IQ x 5 Hex,5 Hex,"
- +1 de Mana para cada 3 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia em suas mãos, criando uma lança de pura fé.
- Quando lançada, a lâmina corta o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+12 de dano sagrado ao alvo.","
- Ao atingir o alvo, ela explode, causando dano sagrado em uma área de 5 Hex em torno do alvo.
"
HAG-0075,COROA DAS LANÇAS DE LUZ SAGRADAS | MD,Hagiomancia,Coroa das Lanças de Luz Sagradas,MD,Aprendiz,Projétil,"
- Moldar Mana
- Lança de Luz",32,Instantâneo,Área,IQ x 1 Hex,2 Hex,"

- +1 de Mana para cada 1 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia ao seu redor, criando um anel de 3 lanças de pura fé ao seu redor.
- Quando lançada, as lâminas cortam o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6 de dano sagrado ao alvo.","
- Ao lançar o feitiço o conjurador pode escolher se ao atingir o alvo, ela o perfura ou explode em área, causando dano sagrado em uma linha de 3 Hex a partir do primeiro alvo ou em uma área de 2 Hex respectivamente."
HAG-0076,COROA DAS LANÇAS DE LUZ SAGRADAS | MD,Hagiomancia,Coroa das Lanças de Luz Sagradas,MD,Experiente,Projétil,"
- Moldar Mana
- Lança de Luz",32,Instantâneo,Área,IQ x 2 Hex,2 Hex,"

- +1 de Mana para cada 1 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia ao seu redor, criando um anel de 3 lanças de pura fé ao seu redor.
- Quando lançada, as lâminas cortam o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+3 de dano sagrado ao alvo.","
- Ao lançar o feitiço o conjurador pode escolher se ao atingir o alvo, ela o perfura ou explode em área, causando dano sagrado em uma linha de 3 Hex a partir do primeiro alvo ou em uma área de 2 Hex respectivamente."
HAG-0077,COROA DAS LANÇAS DE LUZ SAGRADAS | MD,Hagiomancia,Coroa das Lanças de Luz Sagradas,MD,Veterano,Projétil,"
- Moldar Mana
- Lança de Luz",32,Instantâneo,Área,IQ x 3 Hex,3 Hex,"
- +1 de Mana para cada 2 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia ao seu redor, criando um anel de 5 lanças de pura fé ao seu redor.
- Quando lançada, as lâminas cortam o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+6 de dano sagrado ao alvo.","
- Ao lançar o feitiço o conjurador pode escolher se ao atingir o alvo, ela o perfura ou explode em área, causando dano sagrado em uma linha de 5 Hex a partir do primeiro alvo ou em uma área de 3 Hex respectivamente."
HAG-0078,COROA DAS LANÇAS DE LUZ SAGRADAS | MD,Hagiomancia,Coroa das Lanças de Luz Sagradas,MD,Especialista,Projétil,"
- Moldar Mana
- Lança de Luz",32,Instantâneo,Área,IQ x 4 Hex,3 Hex ,"
- +1 de Mana para cada 2 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia ao seu redor, criando um anel de 5 lanças de pura fé ao seu redor.
- Quando lançada, as lâminas cortam o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+9 de dano sagrado ao alvo.","
- Ao lançar o feitiço o conjurador pode escolher se ao atingir o alvo, ela o perfura ou explode em área, causando dano sagrado em uma linha de 5 Hex a partir do primeiro alvo ou em uma área de 3 Hex respectivamente."
HAG-0079,COROA DAS LANÇAS DE LUZ SAGRADAS | MD,Hagiomancia,Coroa das Lanças de Luz Sagradas,MD,Mestre,Projétil,"
- Moldar Mana
- Lança de Luz",32,Instantâneo,Área,IQ x 5 Hex,5 Hex,"
- +1 de Mana para cada 3 Hex de alcançe adicionais.",Instantâneo,"
- Ao invocar os poderes sagrados, o conjurador concentra sua energia ao seu redor, criando um anel de 7 lanças de pura fé ao seu redor.
- Quando lançada, as lâminas cortam o ar com grande precisão, deixando um rastro brilhante que ilumina os arredores e causando 1d6+12 de dano sagrado ao alvo.","
- Ao lançar o feitiço o conjurador pode escolher se ao atingir o alvo, ela o perfura ou explode em área, causando dano sagrado em uma linha de 7 Hex a partir do primeiro alvo ou em uma área de 5 Hex respectivamente."
HAG-0080,CASTIGO ABRASADOR | M,Hagiomancia,Castigo Abrasador,M,Aprendiz,Encantamento,- Moldar Mana,4,1 Turno,Objeto,Self,Self,"
- +5 de Mana para cada Turno de duração adicional.",2 Turnos,"
- Na próxima vez que o conjurador acertar um alvo com um ataque corpo a corpo durante a duração da magia, a arma brilhará com uma intensidade incandescente, e o ataque causará 1d6 de dano de fogo sagrado adicional ao alvo, fazendo com que o alvo se incendeie.","
- No início de cada um de seus turnos até o término da magia, o alvo deve fazer um teste de resistência de HT -1. Em caso de falha, ele sofre 1d6+1 de dano de fogo sagrado. Em caso de sucesso, a magia termina."
